Env_ID,Location_ID,Date,Temperature_C,Humidity_Percent,Daylight_Hours,Season,Air_Quality_Index,Environmental_Noise_dB
EN001037,L0035,2026-01-21,9.0,44.0,9.88,Winter,56.3,68.0
EN001038,L0035,2026-01-22,6.3,44.6,9.9,Winter,49.5,65.3
EN001039,L0035,2026-01-23,7.2,50.0,9.93,Winter,45.4,55.2
EN001040,L0035,2026-01-24,7.2,63.0,9.95,Winter,69.7,60.3
EN001041,L0035,2026-01-25,4.1,47.0,9.98,Winter,62.5,51.3
EN001042,L0035,2026-01-26,6.2,56.8,10.01,Winter,39.1,52.9
EN001043,L0035,2026-01-27,6.4,58.0,10.03,Winter,69.9,61.0
EN001044,L0035,2026-01-28,6.7,50.5,10.06,Winter,40.0,55.4
EN001045,L0035,2026-01-29,7.4,57.0,10.09,Winter,25.6,54.1
EN001046,L0035,2026-01-30,8.8,55.5,10.12,Winter,35.2,69.8
EN001047,L0035,2026-01-31,6.6,57.3,10.15,Winter,60.6,56.2
EN001048,L0035,2026-02-01,5.4,67.7,10.18,Winter,69.0,62.1
EN001049,L0035,2026-02-02,7.8,49.0,10.21,Winter,72.9,53.8
EN001050,L0035,2026-02-03,7.3,45.2,10.24,Winter,26.4,59.6
EN001051,L0036,2026-01-05,27.5,63.1,12.38,Summer,98.6,68.6
EN001052,L0036,2026-01-06,31.5,73.5,12.38,Summer,91.1,62.4
EN001053,L0036,2026-01-07,31.0,72.9,12.38,Summer,91.5,59.5
EN001054,L0036,2026-01-08,30.0,74.2,12.37,Summer,89.3,64.9
EN001055,L0036,2026-01-09,31.2,77.9,12.37,Summer,115.1,56.1
EN001056,L0036,2026-01-10,31.9,78.3,12.37,Summer,136.8,52.0
EN001057,L0036,2026-01-11,27.8,77.5,12.37,Summer,96.6,67.8
EN001058,L0036,2026-01-12,27.8,80.4,12.36,Summer,107.3,61.5
EN001059,L0036,2026-01-13,27.3,83.4,12.36,Summer,108.2,61.0
EN001060,L0036,2026-01-14,29.4,76.4,12.36,Summer,89.9,61.2
EN001061,L0036,2026-01-15,29.1,69.9,12.35,Summer,76.3,54.2
EN001062,L0036,2026-01-16,29.4,74.8,12.35,Summer,94.0,60.5
EN001063,L0036,2026-01-17,27.9,83.8,12.35,Summer,87.3,55.8
EN001064,L0036,2026-01-18,29.9,64.0,12.34,Summer,79.9,62.9
EN001065,L0036,2026-01-19,25.9,81.7,12.34,Summer,112.2,56.2
EN001066,L0036,2026-01-20,29.5,81.7,12.34,Summer,84.5,62.3
EN001067,L0036,2026-01-21,27.8,72.1,12.33,Summer,79.8,59.7
EN001068,L0036,2026-01-22,31.1,73.9,12.33,Summer,73.2,52.6
EN001069,L0036,2026-01-23,29.7,86.1,12.33,Summer,96.5,56.1
EN001070,L0036,2026-01-24,30.4,73.6,12.32,Summer,85.7,53.2
EN001071,L0036,2026-01-25,31.5,59.8,12.32,Summer,102.2,55.7
EN001072,L0036,2026-01-26,28.2,85.2,12.31,Summer,81.0,54.6
EN001073,L0036,2026-01-27,28.7,77.5,12.31,Summer,84.8,50.1
EN001074,L0036,2026-01-28,27.4,82.7,12.31,Summer,92.0,60.3
EN001075,L0036,2026-01-29,28.5,71.0,12.3,Summer,114.5,57.1
EN001076,L0036,2026-01-30,28.1,81.6,12.3,Summer,80.9,55.0
EN001077,L0036,2026-01-31,28.9,75.0,12.29,Summer,94.6,68.5
EN001078,L0036,2026-02-01,29.5,60.7,12.29,Summer,95.6,58.2
EN001079,L0036,2026-02-02,29.0,76.5,12.28,Summer,90.6,57.7
EN001080,L0036,2026-02-03,30.0,71.7,12.28,Summer,77.7,73.1
EN001081,L0037,2026-01-05,-9.1,60.6,9.2,Winter,52.1,58.6
EN001082,L0037,2026-01-06,-9.5,57.3,9.21,Winter,87.6,60.4
EN001083,L0037,2026-01-07,-6.9,49.4,9.23,Winter,98.7,52.0
EN001084,L0037,2026-01-08,-5.2,66.1,9.25,Winter,81.1,53.7
EN001085,L0037,2026-01-09,-7.7,57.2,9.26,Winter,73.4,56.8
EN001086,L0037,2026-01-10,-11.7,66.7,9.28,Winter,71.9,55.6
EN001087,L0037,2026-01-11,-9.0,62.2,9.3,Winter,60.5,46.7
EN001088,L0037,2026-01-12,-7.3,63.1,9.32,Winter,70.2,52.3
EN001089,L0037,2026-01-13,-7.9,51.2,9.35,Winter,58.6,54.2
EN001090,L0037,2026-01-14,-6.6,57.8,9.37,Winter,66.7,67.8
EN001091,L0037,2026-01-15,-7.5,62.0,9.39,Winter,67.8,55.0
EN001092,L0037,2026-01-16,-12.0,65.8,9.42,Winter,79.3,57.1
EN001093,L0037,2026-01-17,-8.4,64.4,9.44,Winter,51.2,55.1
EN001094,L0037,2026-01-18,-10.2,70.6,9.47,Winter,85.3,47.0
EN001095,L0037,2026-01-19,-10.8,59.2,9.49,Winter,66.4,51.4
EN001096,L0037,2026-01-20,-4.6,61.9,9.52,Winter,79.6,54.5
EN001097,L0037,2026-01-21,-6.8,57.7,9.55,Winter,69.0,61.1
EN001098,L0037,2026-01-22,-11.0,69.6,9.58,Winter,75.6,64.4
EN001099,L0037,2026-01-23,-10.0,54.5,9.61,Winter,56.7,59.3
EN001100,L0037,2026-01-24,-7.9,57.2,9.64,Winter,58.8,51.7
EN001101,L0037,2026-01-25,-8.1,57.2,9.67,Winter,63.4,65.7
EN001102,L0037,2026-01-26,-8.1,67.6,9.7,Winter,65.5,59.2
EN001103,L0037,2026-01-27,-8.0,49.8,9.73,Winter,93.0,57.3
EN001104,L0037,2026-01-28,-6.5,55.5,9.76,Winter,70.7,53.7
EN001105,L0037,2026-01-29,-5.6,61.9,9.8,Winter,78.1,64.8
EN001106,L0037,2026-01-30,-5.7,64.6,9.83,Winter,53.1,54.5
EN001107,L0037,2026-01-31,-9.5,64.4,9.86,Winter,75.4,51.0
EN001108,L0037,2026-02-01,-8.0,51.0,9.9,Winter,72.3,49.7
EN001109,L0037,2026-02-02,-6.7,62.3,9.94,Winter,99.7,62.2
EN001110,L0037,2026-02-03,-8.3,64.9,9.97,Winter,53.4,53.2
EN001111,L0038,2026-01-05,7.7,42.1,9.82,Winter,54.5,52.9
EN001112,L0038,2026-01-06,7.2,48.5,9.83,Winter,60.9,58.1
EN001113,L0038,2026-01-07,9.5,55.0,9.84,Winter,44.2,56.8
EN001114,L0038,2026-01-08,4.6,57.4,9.86,Winter,63.3,70.3
EN001115,L0038,2026-01-09,5.9,53.4,9.87,Winter,46.9,59.1
EN001116,L0038,2026-01-10,7.6,54.7,9.88,Winter,70.2,54.9
EN001117,L0038,2026-01-11,8.7,58.2,9.9,Winter,54.8,56.4
EN001118,L0038,2026-01-12,11.3,50.1,9.92,Winter,59.2,54.2
EN001119,L0038,2026-01-13,10.1,60.3,9.93,Winter,45.5,60.6
EN001120,L0038,2026-01-14,7.4,51.9,9.95,Winter,65.6,59.9
EN001121,L0038,2026-01-15,7.3,54.7,9.97,Winter,61.0,59.1
EN001122,L0038,2026-01-16,7.0,51.2,9.99,Winter,78.7,52.7
EN001123,L0038,2026-01-17,7.7,53.1,10.01,Winter,79.6,53.5
EN001124,L0038,2026-01-18,5.6,49.2,10.02,Winter,59.5,51.1
EN001125,L0038,2026-01-19,6.0,42.1,10.05,Winter,58.4,55.5
EN001126,L0038,2026-01-20,4.2,61.5,10.07,Winter,36.7,62.0
EN001127,L0038,2026-01-21,5.6,64.6,10.09,Winter,65.5,53.0
EN001128,L0038,2026-01-22,5.3,58.6,10.11,Winter,51.3,57.2
EN001129,L0038,2026-01-23,9.2,50.5,10.13,Winter,56.3,62.8
EN001130,L0038,2026-01-24,8.4,54.0,10.16,Winter,51.0,49.3
EN001131,L0038,2026-01-25,5.1,56.9,10.18,Winter,53.1,58.4
EN001132,L0038,2026-01-26,8.8,47.9,10.2,Winter,51.7,58.9
EN001133,L0038,2026-01-27,5.7,63.6,10.23,Winter,67.7,59.5
EN001134,L0038,2026-01-28,10.3,46.0,10.25,Winter,54.9,59.8
EN001135,L0038,2026-01-29,5.4,56.8,10.28,Winter,39.5,61.5
EN001136,L0038,2026-01-30,9.0,56.6,10.31,Winter,29.1,53.2
EN001137,L0038,2026-01-31,8.1,55.1,10.33,Winter,17.3,64.2
EN001138,L0038,2026-02-01,7.4,50.1,10.36,Winter,68.9,54.6
EN001139,L0038,2026-02-02,5.9,57.2,10.39,Winter,79.9,66.1
EN001140,L0038,2026-02-03,7.9,57.8,10.41,Winter,66.1,51.7
EN001141,L0039,2026-01-05,-6.8,55.6,9.07,Winter,77.5,56.9
EN001142,L0039,2026-01-06,-7.1,60.7,9.09,Winter,30.0,58.9
EN001143,L0039,2026-01-07,-6.9,62.7,9.11,Winter,71.6,66.2
EN001144,L0039,2026-01-08,-7.5,62.6,9.12,Winter,87.6,59.8
EN001145,L0039,2026-01-09,-9.7,45.4,9.14,Winter,66.3,61.8
EN001146,L0039,2026-01-10,-8.8,64.8,9.16,Winter,75.1,64.4
EN001147,L0039,2026-01-11,-8.7,62.8,9.18,Winter,80.1,65.5
EN001148,L0039,2026-01-12,-11.3,57.2,9.21,Winter,84.9,65.7
EN001149,L0039,2026-01-13,-7.8,58.2,9.23,Winter,83.6,62.3
EN001150,L0039,2026-01-14,-8.9,62.0,9.25,Winter,89.5,67.5
EN001151,L0039,2026-01-15,-6.9,60.3,9.28,Winter,72.2,60.8
EN001152,L0039,2026-01-16,-8.5,61.1,9.3,Winter,58.2,64.5
EN001153,L0039,2026-01-17,-10.3,57.4,9.33,Winter,74.4,68.0
EN001154,L0039,2026-01-18,-9.0,56.0,9.36,Winter,65.3,66.3
EN001155,L0039,2026-01-19,-13.3,54.0,9.38,Winter,111.2,61.0
EN001156,L0039,2026-01-20,-10.3,59.7,9.41,Winter,73.9,62.2
EN001157,L0039,2026-01-21,-4.9,62.3,9.44,Winter,65.4,61.9
EN001158,L0039,2026-01-22,-9.5,53.8,9.47,Winter,48.4,50.2
EN001159,L0039,2026-01-23,-9.8,52.9,9.5,Winter,77.4,52.0
EN001160,L0039,2026-01-24,-13.9,53.7,9.53,Winter,66.4,55.0
EN001161,L0039,2026-01-25,-5.4,56.3,9.57,Winter,85.3,57.9
EN001162,L0039,2026-01-26,-8.2,55.0,9.6,Winter,72.2,54.2
EN001163,L0039,2026-01-27,-7.8,58.6,9.63,Winter,59.8,63.0
EN001164,L0039,2026-01-28,-7.3,57.3,9.67,Winter,75.0,57.6
EN001165,L0039,2026-01-29,-9.6,60.4,9.7,Winter,64.3,53.3
EN001166,L0039,2026-01-30,-10.9,57.8,9.74,Winter,80.9,54.5
EN001167,L0039,2026-01-31,-3.4,65.3,9.77,Winter,91.3,62.0
EN001168,L0039,2026-02-01,-4.5,55.3,9.81,Winter,37.1,55.8
EN001169,L0039,2026-02-02,-6.8,60.9,9.85,Winter,76.9,64.6
EN001170,L0039,2026-02-03,-7.0,64.8,9.88,Winter,59.8,52.5
EN001171,L0040,2026-01-05,13.6,68.6,10.16,Winter,61.3,54.9
EN001172,L0040,2026-01-06,9.5,63.7,10.17,Winter,52.0,50.5
EN001173,L0040,2026-01-07,10.3,64.4,10.18,Winter,85.5,59.5
EN001174,L0040,2026-01-08,11.1,63.5,10.19,Winter,68.3,59.8
EN001175,L0040,2026-01-09,11.9,67.4,10.2,Winter,85.1,58.0
EN001176,L0040,2026-01-10,12.0,65.1,10.22,Winter,44.6,59.3
EN001177,L0040,2026-01-11,11.9,71.5,10.23,Winter,75.9,56.3
EN001178,L0040,2026-01-12,9.1,71.3,10.24,Winter,76.0,55.2
EN001179,L0040,2026-01-13,12.6,62.7,10.26,Winter,61.8,66.2
EN001180,L0040,2026-01-14,12.1,65.9,10.27,Winter,74.0,58.8
EN001181,L0040,2026-01-15,5.6,62.6,10.29,Winter,69.3,56.2
EN001182,L0040,2026-01-16,11.0,74.8,10.3,Winter,65.5,52.7
EN001183,L0040,2026-01-17,11.1,66.0,10.32,Winter,67.8,56.5
EN001184,L0040,2026-01-18,14.6,54.6,10.33,Winter,64.6,58.0
EN001185,L0040,2026-01-19,9.1,73.4,10.35,Winter,81.4,57.8
EN001186,L0040,2026-01-20,10.1,67.3,10.37,Winter,68.5,57.6
EN001187,L0040,2026-01-21,10.2,69.5,10.39,Winter,80.5,51.8
EN001188,L0040,2026-01-22,8.7,57.5,10.41,Winter,82.1,59.3
EN001189,L0040,2026-01-23,11.5,59.4,10.42,Winter,95.0,55.0
EN001190,L0040,2026-01-24,10.9,73.1,10.44,Winter,56.2,55.3
EN001191,L0040,2026-01-25,10.9,85.1,10.46,Winter,74.2,66.0
EN001192,L0040,2026-01-26,12.8,70.2,10.48,Winter,56.2,63.3
EN001193,L0040,2026-01-27,7.9,77.6,10.5,Winter,72.8,44.7
EN001194,L0040,2026-01-28,10.1,71.9,10.53,Winter,66.7,61.6
EN001195,L0040,2026-01-29,9.2,60.2,10.55,Winter,69.0,58.2
EN001196,L0040,2026-01-30,10.1,75.4,10.57,Winter,58.1,59.6
EN001197,L0040,2026-01-31,10.9,58.7,10.59,Winter,51.5,58.1
EN001198,L0040,2026-02-01,14.4,71.5,10.61,Winter,45.8,42.4
EN001199,L0040,2026-02-02,12.1,67.4,10.64,Winter,86.0,53.6
EN001200,L0040,2026-02-03,11.5,73.1,10.66,Winter,63.7,55.9
EN001201,L0041,2026-01-05,-8.2,63.3,8.87,Winter,72.8,62.9
EN001202,L0041,2026-01-06,-9.1,52.0,8.89,Winter,100.7,55.0
EN001203,L0041,2026-01-07,-9.3,59.6,8.91,Winter,73.9,56.1
EN001204,L0041,2026-01-08,-8.4,59.8,8.93,Winter,75.4,46.2
EN001205,L0041,2026-01-09,-5.0,59.1,8.95,Winter,81.1,51.1
EN001206,L0041,2026-01-10,-9.3,56.0,8.97,Winter,93.6,55.1
EN001207,L0041,2026-01-11,-7.1,56.1,8.99,Winter,66.7,56.8
EN001208,L0041,2026-01-12,-6.2,48.7,9.02,Winter,54.6,48.3
EN001209,L0041,2026-01-13,-10.5,55.1,9.04,Winter,50.4,54.3
EN001210,L0041,2026-01-14,-12.1,53.9,9.07,Winter,89.8,60.0
EN001211,L0041,2026-01-15,-8.2,54.0,9.09,Winter,51.5,52.3
EN001212,L0041,2026-01-16,-8.6,65.2,9.12,Winter,85.6,61.2
EN001213,L0041,2026-01-17,-9.9,60.1,9.15,Winter,68.5,57.0
EN001214,L0041,2026-01-18,-4.9,49.4,9.18,Winter,69.7,64.1
EN001215,L0041,2026-01-19,-11.2,56.1,9.21,Winter,65.6,56.9
EN001216,L0041,2026-01-20,-11.4,63.6,9.24,Winter,82.3,60.5
EN001217,L0041,2026-01-21,-10.1,60.5,9.27,Winter,60.4,56.3
EN001218,L0041,2026-01-22,-4.6,60.6,9.3,Winter,56.4,58.9
EN001219,L0041,2026-01-23,-10.9,52.8,9.34,Winter,58.4,55.8
EN001220,L0041,2026-01-24,-6.8,63.5,9.37,Winter,80.3,52.5
EN001221,L0041,2026-01-25,-9.4,61.6,9.4,Winter,64.2,56.6
EN001222,L0041,2026-01-26,-7.6,57.9,9.44,Winter,76.2,66.0
EN001223,L0041,2026-01-27,-8.7,67.1,9.48,Winter,80.8,50.7
EN001224,L0041,2026-01-28,-10.3,55.0,9.51,Winter,61.0,57.5
EN001225,L0041,2026-01-29,-7.2,67.5,9.55,Winter,77.3,55.8
EN001226,L0041,2026-01-30,-12.0,60.4,9.59,Winter,73.4,58.9
EN001227,L0041,2026-01-31,-4.4,67.4,9.63,Winter,84.0,53.2
EN001228,L0041,2026-02-01,-9.0,59.4,9.66,Winter,62.1,60.5
EN001229,L0041,2026-02-02,-7.4,53.5,9.7,Winter,89.8,58.5
EN001230,L0041,2026-02-03,-11.1,59.7,9.74,Winter,76.9,62.9
EN001231,L0042,2026-01-05,1.1,77.0,8.14,Winter,50.6,51.4
EN001232,L0042,2026-01-06,-0.8,78.7,8.16,Winter,64.7,59.6
EN001233,L0042,2026-01-07,4.4,78.3,8.18,Winter,57.6,53.4
EN001234,L0042,2026-01-08,4.8,75.2,8.21,Winter,42.6,54.7
EN001235,L0042,2026-01-09,2.1,62.0,8.23,Winter,57.8,53.2
EN001236,L0042,2026-01-10,2.3,68.9,8.26,Winter,44.3,54.2
EN001237,L0042,2026-01-11,1.4,83.3,8.29,Winter,67.4,59.8
EN001238,L0042,2026-01-12,1.6,77.1,8.32,Winter,63.8,53.9
EN001239,L0042,2026-01-13,1.5,61.1,8.35,Winter,63.7,68.3
EN001240,L0042,2026-01-14,1.8,59.2,8.38,Winter,56.5,53.5
EN001241,L0042,2026-01-15,0.4,75.8,8.42,Winter,51.6,55.6
EN001242,L0042,2026-01-16,0.4,72.8,8.45,Winter,42.3,52.5
EN001243,L0042,2026-01-17,1.0,74.0,8.49,Winter,45.5,50.9
EN001244,L0042,2026-01-18,3.4,55.6,8.52,Winter,41.8,54.9
EN001245,L0042,2026-01-19,1.9,75.4,8.56,Winter,63.8,54.4
EN001246,L0042,2026-01-20,2.7,73.2,8.6,Winter,24.0,67.5
EN001247,L0042,2026-01-21,-1.0,74.5,8.64,Winter,53.5,59.4
EN001248,L0042,2026-01-22,0.7,77.0,8.68,Winter,26.2,57.7
EN001249,L0042,2026-01-23,0.6,67.9,8.72,Winter,54.0,63.4
EN001250,L0042,2026-01-24,1.0,76.7,8.76,Winter,48.7,53.5
EN001251,L0042,2026-01-25,1.2,70.2,8.81,Winter,38.2,60.1
EN001252,L0042,2026-01-26,2.1,62.5,8.85,Winter,24.9,60.1
EN001253,L0042,2026-01-27,0.2,73.8,8.9,Winter,58.9,51.6
EN001254,L0042,2026-01-28,-0.8,82.0,8.94,Winter,52.9,55.9
EN001255,L0042,2026-01-29,0.0,68.9,8.99,Winter,31.3,62.4
EN001256,L0042,2026-01-30,0.3,78.6,9.04,Winter,42.4,52.8
EN001257,L0042,2026-01-31,1.0,56.3,9.08,Winter,46.3,57.1
EN001258,L0042,2026-02-01,3.3,60.7,9.13,Winter,64.3,62.1
EN001259,L0042,2026-02-02,4.1,71.7,9.18,Winter,62.2,50.6
EN001260,L0042,2026-02-03,3.1,67.4,9.23,Winter,24.9,52.4
EN001261,L0043,2026-01-05,-8.5,55.1,8.65,Winter,78.3,49.0
EN001262,L0043,2026-01-06,-12.4,68.2,8.67,Winter,85.7,52.8
EN001263,L0043,2026-01-07,-8.6,66.1,8.69,Winter,78.9,58.7
EN001264,L0043,2026-01-08,-6.7,55.6,8.71,Winter,73.4,57.9
EN001265,L0043,2026-01-09,-9.2,57.7,8.73,Winter,74.0,58.2
EN001266,L0043,2026-01-10,-10.6,64.8,8.76,Winter,59.3,56.9
EN001267,L0043,2026-01-11,-9.3,62.1,8.78,Winter,43.3,62.5
EN001268,L0043,2026-01-12,-10.0,67.3,8.81,Winter,66.3,57.8
EN001269,L0043,2026-01-13,-5.3,58.3,8.83,Winter,90.3,58.2
EN001270,L0043,2026-01-14,-8.1,60.4,8.86,Winter,84.9,54.6
EN001271,L0043,2026-01-15,-10.6,56.2,8.89,Winter,74.4,56.9
EN001272,L0043,2026-01-16,-7.5,67.8,8.92,Winter,59.3,54.3
EN001273,L0043,2026-01-17,-11.4,72.2,8.95,Winter,77.3,60.4
EN001274,L0043,2026-01-18,-11.2,60.0,8.98,Winter,80.1,56.7
EN001275,L0043,2026-01-19,-6.9,73.9,9.01,Winter,59.7,52.9
EN001276,L0043,2026-01-20,-10.4,69.6,9.05,Winter,87.6,57.3
EN001277,L0043,2026-01-21,-8.7,55.1,9.08,Winter,85.5,56.1
EN001278,L0043,2026-01-22,-9.3,63.7,9.11,Winter,70.4,56.8
EN001279,L0043,2026-01-23,-8.7,64.8,9.15,Winter,96.1,60.9
EN001280,L0043,2026-01-24,-7.3,58.8,9.19,Winter,63.1,61.3
EN001281,L0043,2026-01-25,-8.4,51.5,9.22,Winter,68.4,57.6
EN001282,L0043,2026-01-26,-9.6,68.9,9.26,Winter,79.7,64.9
EN001283,L0043,2026-01-27,-8.2,60.5,9.3,Winter,59.9,58.1
EN001284,L0043,2026-01-28,-8.6,51.8,9.34,Winter,65.4,56.4
EN001285,L0043,2026-01-29,-7.8,62.8,9.38,Winter,64.9,60.3
EN001286,L0043,2026-01-30,-8.8,42.8,9.42,Winter,66.2,63.4
EN001287,L0043,2026-01-31,-11.5,60.7,9.46,Winter,95.2,54.2
EN001288,L0043,2026-02-01,-8.4,52.2,9.5,Winter,95.8,57.6
EN001289,L0043,2026-02-02,-8.2,68.1,9.55,Winter,82.3,53.6
EN001290,L0043,2026-02-03,-9.4,63.0,9.59,Winter,64.3,47.4
EN001291,L0044,2026-01-05,11.0,41.1,10.87,Winter,97.6,58.9
EN001292,L0044,2026-01-06,9.5,45.8,10.88,Winter,48.5,52.5
EN001293,L0044,2026-01-07,12.9,63.4,10.88,Winter,85.2,57.5
EN001294,L0044,2026-01-08,10.3,44.3,10.89,Winter,103.8,57.1
EN001295,L0044,2026-01-09,14.9,58.4,10.9,Winter,50.6,54.7
EN001296,L0044,2026-01-10,9.8,49.5,10.91,Winter,74.2,73.0
EN001297,L0044,2026-01-11,9.1,51.4,10.91,Winter,83.6,58.0
EN001298,L0044,2026-01-12,11.2,43.7,10.92,Winter,76.5,60.6
EN001299,L0044,2026-01-13,11.6,53.4,10.93,Winter,94.8,62.7
EN001300,L0044,2026-01-14,11.1,43.0,10.94,Winter,66.6,56.9
EN001301,L0044,2026-01-15,11.5,47.1,10.95,Winter,61.9,52.1
EN001302,L0044,2026-01-16,8.0,48.6,10.96,Winter,54.4,53.0
EN001303,L0044,2026-01-17,10.3,42.0,10.97,Winter,80.3,61.7
EN001304,L0044,2026-01-18,10.0,47.4,10.98,Winter,82.5,54.4
EN001305,L0044,2026-01-19,9.6,57.2,10.99,Winter,87.4,61.0
EN001306,L0044,2026-01-20,12.7,38.1,11.0,Winter,94.0,60.0
EN001307,L0044,2026-01-21,12.8,52.3,11.01,Winter,75.7,56.6
EN001308,L0044,2026-01-22,11.7,48.1,11.02,Winter,87.2,50.1
EN001309,L0044,2026-01-23,10.1,62.3,11.03,Winter,66.2,56.8
EN001310,L0044,2026-01-24,9.4,52.0,11.04,Winter,64.7,57.1
EN001311,L0044,2026-01-25,12.6,45.8,11.06,Winter,86.0,62.1
EN001312,L0044,2026-01-26,13.0,50.8,11.07,Winter,120.4,63.3
EN001313,L0044,2026-01-27,11.7,44.7,11.08,Winter,73.6,65.1
EN001314,L0044,2026-01-28,14.2,58.9,11.09,Winter,86.0,51.7
EN001315,L0044,2026-01-29,12.0,42.6,11.11,Winter,54.2,59.2
EN001316,L0044,2026-01-30,12.1,55.4,11.12,Winter,82.0,60.7
EN001317,L0044,2026-01-31,9.4,49.4,11.13,Winter,53.9,48.0
EN001318,L0044,2026-02-01,12.5,45.5,11.15,Winter,87.2,63.5
EN001319,L0044,2026-02-02,10.1,53.5,11.16,Winter,65.7,48.8
EN001320,L0044,2026-02-03,11.5,47.2,11.18,Winter,68.8,67.9
EN001321,L0045,2026-01-05,9.3,70.3,10.79,Winter,56.1,62.5
EN001322,L0045,2026-01-06,12.6,70.3,10.8,Winter,56.8,54.2
EN001323,L0045,2026-01-07,13.7,78.6,10.81,Winter,76.7,53.5
EN001324,L0045,2026-01-08,12.6,82.6,10.81,Winter,71.4,65.3
EN001325,L0045,2026-01-09,10.7,67.7,10.82,Winter,78.7,60.0
EN001326,L0045,2026-01-10,10.6,63.1,10.83,Winter,83.8,64.0
EN001327,L0045,2026-01-11,14.7,78.8,10.84,Winter,71.9,56.4
EN001328,L0045,2026-01-12,14.4,72.3,10.85,Winter,56.2,52.8
EN001329,L0045,2026-01-13,12.8,66.9,10.86,Winter,69.6,63.4
EN001330,L0045,2026-01-14,13.3,76.0,10.87,Winter,43.0,59.3
EN001331,L0045,2026-01-15,13.2,58.8,10.88,Winter,60.8,53.8
EN001332,L0045,2026-01-16,11.9,77.8,10.89,Winter,98.3,53.9
EN001333,L0045,2026-01-17,12.8,71.4,10.9,Winter,75.4,60.0
EN001334,L0045,2026-01-18,12.4,78.1,10.91,Winter,85.4,52.7
EN001335,L0045,2026-01-19,13.3,73.4,10.92,Winter,74.4,63.7
EN001336,L0045,2026-01-20,12.2,69.2,10.93,Winter,71.7,47.9
EN001337,L0045,2026-01-21,11.8,64.0,10.94,Winter,53.4,65.2
EN001338,L0045,2026-01-22,12.8,67.8,10.95,Winter,62.1,59.5
EN001339,L0045,2026-01-23,13.7,63.0,10.97,Winter,69.9,62.3
EN001340,L0045,2026-01-24,8.5,67.7,10.98,Winter,64.0,57.3
EN001341,L0045,2026-01-25,11.1,68.8,10.99,Winter,96.9,56.4
EN001342,L0045,2026-01-26,12.5,80.0,11.0,Winter,62.3,67.1
EN001343,L0045,2026-01-27,12.0,78.7,11.02,Winter,80.5,59.5
EN001344,L0045,2026-01-28,11.9,64.3,11.03,Winter,71.1,62.5
EN001345,L0045,2026-01-29,12.0,66.1,11.05,Winter,66.5,63.0
EN001346,L0045,2026-01-30,14.3,64.0,11.06,Winter,60.6,59.9
EN001347,L0045,2026-01-31,14.9,74.9,11.07,Winter,52.5,56.7
EN001348,L0045,2026-02-01,10.5,66.4,11.09,Winter,92.5,50.9
EN001349,L0045,2026-02-02,9.3,63.0,11.1,Winter,74.0,61.1
EN001350,L0045,2026-02-03,13.0,75.1,11.12,Winter,45.3,63.9
EN001351,L0046,2026-01-05,24.0,79.4,10.63,Winter,66.5,58.0
EN001352,L0046,2026-01-06,25.0,81.9,10.64,Winter,62.8,58.2
EN001353,L0046,2026-01-07,22.6,78.0,10.65,Winter,95.9,64.4
EN001354,L0046,2026-01-08,23.6,80.6,10.66,Winter,104.1,49.8
EN001355,L0046,2026-01-09,25.7,80.8,10.66,Winter,81.4,51.9
EN001356,L0046,2026-01-10,26.2,67.8,10.67,Winter,82.5,57.8
EN001357,L0046,2026-01-11,25.8,71.2,10.68,Winter,75.4,58.5
EN001358,L0046,2026-01-12,26.4,88.7,10.69,Winter,63.9,59.6
EN001359,L0046,2026-01-13,22.6,81.1,10.7,Winter,71.9,54.6
EN001360,L0046,2026-01-14,23.5,74.5,10.71,Winter,89.5,60.4
EN001361,L0046,2026-01-15,24.5,67.0,10.73,Winter,95.2,57.7
EN001362,L0046,2026-01-16,26.6,70.8,10.74,Winter,62.6,57.8
EN001363,L0046,2026-01-17,26.9,76.0,10.75,Winter,82.2,53.6
EN001364,L0046,2026-01-18,27.7,68.8,10.76,Winter,74.8,60.9
EN001365,L0046,2026-01-19,21.2,82.6,10.77,Winter,93.7,62.5
EN001366,L0046,2026-01-20,25.5,74.0,10.79,Winter,70.1,57.3
EN001367,L0046,2026-01-21,22.8,77.9,10.8,Winter,96.3,65.4
EN001368,L0046,2026-01-22,25.2,80.5,10.81,Winter,80.8,55.6
EN001369,L0046,2026-01-23,25.4,72.7,10.83,Winter,88.8,52.7
EN001370,L0046,2026-01-24,23.0,78.8,10.84,Winter,97.4,53.1
EN001371,L0046,2026-01-25,25.8,71.8,10.86,Winter,85.2,65.1
EN001372,L0046,2026-01-26,26.0,79.8,10.87,Winter,111.7,54.5
EN001373,L0046,2026-01-27,22.8,70.7,10.89,Winter,81.4,46.2
EN001374,L0046,2026-01-28,24.2,71.7,10.9,Winter,96.0,59.8
EN001375,L0046,2026-01-29,23.5,78.5,10.92,Winter,95.1,54.2
EN001376,L0046,2026-01-30,23.7,61.6,10.93,Winter,69.7,54.3
EN001377,L0046,2026-01-31,24.7,69.3,10.95,Winter,77.8,51.9
EN001378,L0046,2026-02-01,24.9,77.6,10.97,Winter,90.6,58.1
EN001379,L0046,2026-02-02,21.8,71.3,10.99,Winter,79.3,56.0
EN001380,L0046,2026-02-03,24.7,83.6,11.0,Winter,96.4,53.1
EN001381,L0047,2026-01-05,14.3,58.8,11.44,Winter,43.7,62.2
